sample_point_id,sp_name,latitude,longitude,sample_datetime,time_basis_id,param_id,param_name,value,param_std_unit_of_measure,param_short_name
number,string,number,number,datetime,string,string,string,number,string,string
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 18:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,7.199999809,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 19:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,2.299999952,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 20:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,4,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 21:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,-2.400000095,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 22:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,-4.199999809,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,06/01/2019 23:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,-3.700000048,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 00:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,2.599999905,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 01:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,6.300000191,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 02:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,-3,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 03:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,0.800000012,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 04:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,1.299999952,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 05:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,0,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 06:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,-0.5,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 07:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,0.5,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 08:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,4.599999905,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 09:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,8.800000191,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 10:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,6.599999905,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 11:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,9.699999809,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 12:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,11.69999981,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 13:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,10.30000019,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 14:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,6.900000095,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 15:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,9.5,ug/m3,PM2.5
10239,Melbourne CBD,-37.80739594,144.9700012,07/01/2019 16:00,1HR_AV,BPM2.5,BAM  Particles < 2.5 micron,3.799999952,ug/m3,PM2.5
